Column1,link,text,date,NoOfComments,NoOfRetweets,NoOfQuotes,NoOfLikes,LinkToPicture
47,https://twitter.com/RONBupdates/status/1749056162064896250#m,Breaking: 2080 ko SEE Exam Chaitra 15 dekhi 27 samma hune vayeko cha.,"Jan 21, 2024 · 1:07 PM UTC",3,5,1,168,['https://pbs.twimg.com/media/GEXlThnXAAA7rsl.jpg']
48,https://twitter.com/RONBupdates/status/1749039094339150022#m,Just in: Nepal gets a target of 303 runs in ongoing U19 World Cup match with New Zealand. #goodluckteamnepal   Photo Courtesy: ICC/CAN,"Jan 21, 2024 · 11:59 AM UTC",4,0,0,89,['https://pbs.twimg.com/media/GEXVx8eWsAA7gCV.jpg']
49,https://twitter.com/RONBupdates/status/1749028918466945298#m,Breaking: Swyambhu area ko euta ghar ko room ma 3 months dheki female ko dead body vitrai vayeko ra paxi smell ayesi balla patta lageko cha vane unko hatya ko arop ma uni sanga living ma basne 43 Yrs old male lai Police le arrest gareko chha.,"Jan 21, 2024 · 11:19 AM UTC",0,1,0,67,[]
50,https://twitter.com/RONBupdates/status/1749016708193673238#m,?????? ?? ? ??????? ?????? ?? ?????? ???? ??... ??  Pic. N BN,"Jan 21, 2024 · 10:30 AM UTC",2,6,2,289,['https://pbs.twimg.com/media/GEXBa7PWQAE_Qy4.jpg']
51,https://twitter.com/RONBupdates/status/1749004214322540965#m,Craze of cricket at Bhairahawa for PM Cup 2080 as school students are also taken to Ground for live match. ??????   Pic. Himal Sapkota,"Jan 21, 2024 · 9:41 AM UTC",2,7,1,170,['https://pbs.twimg.com/media/GEW2Dn0XQAAKZ0C.jpg']
52,https://twitter.com/RONBupdates/status/1748992754015969470#m,Tribute art of Late actor Sushant Singh Rajput on the occasion of his birth anniversary by Dipesh Mishra. ????#GonetooSoon,"Jan 21, 2024 · 8:55 AM UTC",3,10,0,115,['https://pbs.twimg.com/media/GEWrorVXEAAMZWl.jpg']
53,https://twitter.com/RONBupdates/status/1748982099913433379#m,Nepal is bowling first with New Zealand in the ICC Men's U-19 World Cup. Best Wishes to our young team. ??????   Pic. ICC,"Jan 21, 2024 · 8:13 AM UTC",2,1,0,111,['https://pbs.twimg.com/media/GEWh8cNWgAAiHGy.jpg']
54,https://twitter.com/RONBupdates/status/1748967869239742686#m,"?????? ?????? ????? ???????: Kids of Kathmandu team, have just finished constructing their 10th school in Nepal, and first one in the Terai region i.e. Dhanusha. They've consistently used eco-friendly building methods for all their schools across Nepal.","Jan 21, 2024 · 7:16 AM UTC",2,4,1,117,['https://pbs.twimg.com/media/GEWU__0WoAAbju5.jpg']
55,https://twitter.com/RONBupdates/status/1748954630393143567#m,Update: ?? ?????? ??????? ???? ?????? ??? ????????? ?????? ???? ????? ??? ???? ????? ???? ??   Source: Janakpur Railway Official,"Jan 21, 2024 · 6:24 AM UTC",6,0,1,106,['https://pbs.twimg.com/media/GEWI9lTWkAAkH4J.jpg']
56,https://twitter.com/RONBupdates/status/1748945823197806652#m,??? ???? ???? - ???? ?????? ???? ?????? ?????? ???? ??????????? ????? ???? ????? ???????????????? ??????? ??? ??? ?????? ??? ?????? ???? ???? ??????? ??????? ???? ?????? ?   Pic. Chris Kafle,"Jan 21, 2024 · 5:49 AM UTC",2,6,0,130,['https://pbs.twimg.com/media/GEWA86eXgAAPNJ7.jpg']
57,https://twitter.com/RONBupdates/status/1748940571656507613#m,?? ???????? ??????? ?????? ????? ????? ???? ????: Kathmandu valley police in coordination with Kathmandu Metro has started 'Automatic Number Plate Recognition Camera' (ANPR) system to control & find vehicles that cause accidents and then run away. ??  Pic. Suraj Dhami,"Jan 21, 2024 · 5:28 AM UTC",3,7,1,163,['https://pbs.twimg.com/media/GEV8LUkWQAAFwU2.jpg']
58,https://twitter.com/RONBupdates/status/1748923935788609636#m,Historic Moment: Bipul Bhattarai will do official Nepali commentary of all the highlights of Nepal’s game in ongoing U19 Cricket World Cup. ICC will be showing world cup highlights in Nepali Language as well. ??????,"Jan 21, 2024 · 4:22 AM UTC",2,8,2,133,['https://pbs.twimg.com/media/GEVtCv1XoAA9Pl6.jpg']
59,https://twitter.com/RONBupdates/status/1748917416191816129#m,Today is Birth Anniversary of Late actor Sushant Singh Rajput. He would have been celebrating his 38th birthday today. ????#GonetooSoon  Realistic Art: @sumit_pariyar007,"Jan 21, 2024 · 3:56 AM UTC",5,18,0,314,['https://pbs.twimg.com/media/GEVnHjpW0AEBrKw.jpg']
60,https://twitter.com/RONBupdates/status/1748916543898169717#m,25 years old Sabindra Bishwakarma from Makawanpur has successfully passed 13 Loksewa Aayog exams just within 20 months.,"Jan 21, 2024 · 3:52 AM UTC",6,8,2,251,['https://pbs.twimg.com/media/GEVmUnXX0AADm8A.jpg']
61,https://twitter.com/RONBupdates/status/1748909502802604237#m,"Rai Singh Dhami and Bindu Dhami from Darchula have married again at the age of 80. 31 family members including sons, daughters and grandchildren were present in the wedding. ????  Pic. Danam Singh Dhami","Jan 21, 2024 · 3:24 AM UTC",1,3,0,96,['https://pbs.twimg.com/media/GEVf6vPXwAEk84M.jpg']
62,https://twitter.com/RONBupdates/status/1748894830619705439#m,Match Day: Nepal will play New Zealand in our first U-19 Worldcup match. Good Luck to the team. ???? #JayNepaliCricket #JayNepal,"Jan 21, 2024 · 2:26 AM UTC",6,6,1,343,['https://pbs.twimg.com/media/GEVSkyKW4AATewk.jpg']
63,https://twitter.com/RONBupdates/status/1748894646305239427#m,Huge opportunity: Nepali Origin Footballer Kiban Rai's team Newport will play with one of world's biggest club Manchester United in FA Cup next week. He will become the first player of Nepali Origin to do so. Kiban's Father was a British Gurkha.,"Jan 21, 2024 · 2:25 AM UTC",11,24,5,524,['https://pbs.twimg.com/media/GEVSaHYXgAAJZnn.jpg']
64,https://twitter.com/RONBupdates/status/1748887196311175370#m,"?? ????? ??? ????: Sunday Morning & historical Deuti bajai  Temple, Surkhet. ????  Pic. Pratik Puri","Jan 21, 2024 · 1:56 AM UTC",2,12,1,425,['https://pbs.twimg.com/media/GEVLodVXUAA9lrb.jpg']
65,https://twitter.com/RONBupdates/status/1748744762704928887#m,"????????? ???? ???? ??????, ???? ?????? ??????? ?????? ???????? ????? ????? ???","Jan 20, 2024 · 4:30 PM UTC",1,6,0,69,[]
66,https://twitter.com/RONBupdates/status/1748728577535938695#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Jan 20, 2024 · 3:25 PM UTC",1,0,0,29,['https://pbs.twimg.com/media/GES7XZQWYAAV1pf.jpg']
67,https://twitter.com/RONBupdates/status/1748716720666161491#m,???? ?????: Many schools in Nepal have started giving winter vacation as the cold is increasing all over the country. Has your school given the vacation?  Pic. Prasan Shrestha,"Jan 20, 2024 · 2:38 PM UTC",2,1,0,78,['https://pbs.twimg.com/media/GESwlOhWkAApQ0E.jpg']
68,https://twitter.com/RONBupdates/status/1748709079910952989#m,"?????? ?? ???? ????? ?? ?? ?? ????? ?????, ?? ????? ??? ???? ?????? ???????: Sandhya Aarati at Pashupati. ????  Pic. surajphotography58","Jan 20, 2024 · 2:08 PM UTC",4,17,0,428,['https://pbs.twimg.com/media/GESpoiIXkAExi3r.jpg']
69,https://twitter.com/RONBupdates/status/1748697375559098606#m,?????????? ??? ??????? ????? ??????? ????? ?????: Japan has landed their Spacecraft 'SLIM' on the moon becoming the fifth nation to land spacecraft on the moon. ??,"Jan 20, 2024 · 1:21 PM UTC",5,13,4,350,['https://pbs.twimg.com/media/GESe_S_XgAEk0zF.jpg']
70,https://twitter.com/RONBupdates/status/1748689573105041614#m,"??????????? ???????? ???????????? ?????? ????????? ????????? ??? ???????? ????? ????????? ???? ????? ???? ????? ? ??? ???? ??? ?????, ???? ?????? ?????? ????? ??? ????? ????? ? ? ??  Representative Pic.","Jan 20, 2024 · 12:50 PM UTC",10,5,0,160,['https://pbs.twimg.com/media/GESX5QEaEAAbNwP.jpg']
71,https://twitter.com/RONBupdates/status/1748687477131329668#m,Drive Carefully: ??????? ?? ??????? ????? ??? ????? ??????????? ? ????? ?????? ???? ?? ????  File Pic.,"Jan 20, 2024 · 12:42 PM UTC",1,4,1,82,['https://pbs.twimg.com/media/GESV_BLXcAAo1xQ.jpg']
72,https://twitter.com/RONBupdates/status/1748683721237045597#m,???????????????? NP Saud ?? ????? ?????????????? ?????? ??????????? ???? ?????? ????? ???? ?????? ?????? ?????? ?????? ?????? ? ???? ????? ????? ????? ????? ???? ??,"Jan 20, 2024 · 12:27 PM UTC",15,8,4,171,['https://pbs.twimg.com/media/GESSjxFXwAAdlEV.jpg']
73,https://twitter.com/RONBupdates/status/1748666528617074978#m,Here We Go: Popular sports journalist Fabrizio Romano wins the Best Digital Journalist 2023 at Globe Soccer Digital Awards. ?? #Congrats,"Jan 20, 2024 · 11:19 AM UTC",6,3,1,142,['https://pbs.twimg.com/media/GESC75-a8AEdG0z.jpg']
74,https://twitter.com/RONBupdates/status/1748650605353332791#m,Popular Irish Cricket Commentator Andrew Leonard will be doing commentary in all the three group stages match of Nepal in the ICC Men's U-19 Cricket World Cup. He is one of the most loved cricket commentators in Nepal. ??????,"Jan 20, 2024 · 10:16 AM UTC",5,18,2,413,['https://pbs.twimg.com/media/GER0crdX0AEDWTv.jpg']
75,https://twitter.com/RONBupdates/status/1748612552412815635#m,Achievement: Nirvana Chaudhary becomes one of the first Nepali from Private Sector to speak at World Economic Forum's Main Panel discussion in Davos. He spoke about Climate Change Action in Alpine Economies. ??,"Jan 20, 2024 · 7:44 AM UTC",9,3,0,162,['https://pbs.twimg.com/media/GERR2BCbAAAbNyG.jpg']
76,https://twitter.com/RONBupdates/status/1748606606458368041#m,?? ????????? ????: Saturday & Long line of visitors at Kalinchowk Bhagwati in Dolakha. ????  Pic. @samuel_magar,"Jan 20, 2024 · 7:21 AM UTC",0,8,0,217,['https://pbs.twimg.com/media/GERMb-UaoAADMOw.jpg']
77,https://twitter.com/RONBupdates/status/1748596640271790507#m,"Good news for Action Movie Lovers: Action Hero Jason Statham is back with new movie ""The Beekeeper"". It is full of Adrenaline rushing Action Scenes, fun & tactical fights. It has already released in all theatres of Nepal. Are you excited to watch it?","Jan 20, 2024 · 6:41 AM UTC",0,3,0,98,['https://pbs.twimg.com/media/GERDXoEX0AAOeFh.jpg']
78,https://twitter.com/RONBupdates/status/1748565520826388835#m,Talent & Hardwork: Bibha Yadav from Rautahat has successfully passed 6 Loksewa exams for different posts in heath sector just within 10 months.??,"Jan 20, 2024 · 4:38 AM UTC",3,10,2,209,['https://pbs.twimg.com/media/GEQnEa2WYAAsF6r.jpg']
79,https://twitter.com/RONBupdates/status/1748556923618869632#m,"Responsible Citizen: ??? ???? ??????? ??? ?????? ????? ?? ?????? ? ??? ???? ? ??????? ???? ????? ????? ?? ???? ???? ? ??.??. ???? ????? ?????? ?? ?????? ????? ??? ???? ?????????? ???? ????????? ??????? ??????? ?????? ??? ?????? ??? ???? ????? ???????? ??????? ?????? ??????? ??? ? ??????, ""???? ??? ????????? ?????????, ??? ??? ???? ??? ????? ??? ??????"" ??","Jan 20, 2024 · 4:03 AM UTC",3,11,0,215,['https://pbs.twimg.com/media/GEQfPp6XAAAd331.jpg']
80,https://twitter.com/RONBupdates/status/1748555898702983453#m,"Popular Content Creator Nuseir aka NasDaily learned important things about Buddhism in Lumbini Nepal & he says, ""Buddhism is not just a religion, it helps people become better version of themselves, It respects all religions and helps make Hindu a better Hindu, Muslim a better Muslim & Christian a better Christian.""????","Jan 20, 2024 · 3:59 AM UTC",8,11,0,432,['https://pbs.twimg.com/media/GEQeUFNXYAA4QaU.jpg']
81,https://twitter.com/RONBupdates/status/1748537212210491455#m,?????????? ???????? ????? ???????? ????????? ??????: Pradeep Pariyar from Parbat gets appointed as the Chief Administration Officer of Kathmandu Metro. He is also a Gold Medalist and was one of the youngest person to be selected as Joint Secretary (?? ????) of Nepal Government through Loksewa's open competition. ??,"Jan 20, 2024 · 2:45 AM UTC",29,44,8,1150,['https://pbs.twimg.com/media/GEQNUnSWAAAtM0J.jpg']
82,https://twitter.com/RONBupdates/status/1748534577767891198#m,"?????? ?????? ????? ???? ??????? ??????? ???? ??????? ??? ?????????? ??????????? ? ? ??? ??? ?????? ???? ????? ?????? ???? ????? ????? ?????, ????????? ???? ?? ??? ????? ???? ???? ??? ?????? ???? ?????? ??? ?","Jan 20, 2024 · 2:35 AM UTC",3,5,4,268,['https://pbs.twimg.com/media/GEQK7ShXsAEoLUw.jpg']
83,https://twitter.com/RONBupdates/status/1748533795077427589#m,"Cristiano Ronaldo talks about his recent career & retirement saying “I was the best goalscorer this season, imagine doing better than young talents like Haaland… I’m proud. And I’ll be 39 soon.. I like when The moment I feel I’m done, I'll retire… maybe in 10 years?!”.","Jan 20, 2024 · 2:31 AM UTC",4,5,2,135,['https://pbs.twimg.com/media/GEQKNtYWIAATlQH.jpg']
84,https://twitter.com/RONBupdates/status/1748532702280835128#m,"?????? ???????? ???, ???? ? ??????? ?????????: Actors from Original Ramayan are in Aayodhya for Ram Mandir Inauguration event. They are also releasing a song. ??","Jan 20, 2024 · 2:27 AM UTC",8,24,2,767,['https://pbs.twimg.com/media/GEQJOICXMAAc921.jpg']
85,https://twitter.com/RONBupdates/status/1748379827802141064#m,"Belief can't destroy doubt, it only supress doubts.","Jan 19, 2024 · 4:20 PM UTC",1,4,0,41,[]
86,https://twitter.com/RONBupdates/status/1748372880591847506#m,Night view of Gandaki Golden Bridge (567M) over Kaligandaki River which connects two neighbour districts Baglung and Parbat. ??  Pic. _deepyes07,"Jan 19, 2024 · 3:52 PM UTC",0,16,1,285,['https://pbs.twimg.com/media/GEN33OfXQAA1Wy9.jpg']
87,https://twitter.com/RONBupdates/status/1748364598083043495#m,???? ? ????: It's time for RONB's extra dose of News for today. #StayWarm #StaySafe,"Jan 19, 2024 · 3:19 PM UTC",1,1,0,32,['https://pbs.twimg.com/media/GENwVFPW8AAcRzi.jpg']
88,https://twitter.com/RONBupdates/status/1748358310896792049#m,???? ????? ???? ????? ?????? ???????! ????? ????? ??? ??? ??? ???????? ?????? ??,"Jan 19, 2024 · 2:54 PM UTC",0,7,0,429,['https://pbs.twimg.com/media/GENqnMUXAAAcRDO.jpg']
89,https://twitter.com/RONBupdates/status/1748353057711366249#m,??????????? ???????? ??????????? ?????? ????????? ????????? ??? ???????? ????? ????????? ???? ??? (??? ?) ????????? ???? ????? ??  Representative Pic.,"Jan 19, 2024 · 2:33 PM UTC",2,6,0,237,['https://pbs.twimg.com/media/GENl1JsW4AATHIM.jpg']
90,https://twitter.com/RONBupdates/status/1748344665143992530#m,Wow... Spanish football club Cadiz FC have asked Nepali fans to support them for upcoming Laliga match with Deportivo Alaves tonight. ??,"Jan 19, 2024 · 2:00 PM UTC",24,26,8,878,['https://pbs.twimg.com/media/GENeM8SXUAAyIFU.jpg']
91,https://twitter.com/RONBupdates/status/1748324158625464691#m,"?? ????? ?????? ????? ??????? ????, ??????? ?????? ????? ??????? ?????? ......... ???? ?????????? ????? ???? ??? ???? ???? ???, ?? ?? ???? ????? ??????? ??????? ????? ???!  - ?????? ????","Jan 19, 2024 · 12:38 PM UTC",5,31,0,296,['https://pbs.twimg.com/media/GENLjXkaMAAz4dK.jpg']
92,https://twitter.com/RONBupdates/status/1748306578909110401#m,"Good Step: ???? ?????????? ?? ???? ????? ????????? ????????? ????????? ?????, ?????, ????, ?????? ????? ?????????? ?????? ?????? ????? ????? ?????? ????? ? ? ??  Pic. Niraj Patel (??????)","Jan 19, 2024 · 11:29 AM UTC",5,13,2,323,['https://pbs.twimg.com/media/GEM7j2bWMAA3Hbz.jpg']
93,https://twitter.com/RONBupdates/status/1748292304463663109#m,????????? ????????? ???????? ?? ????? ???????? ?????? ??????????? ???????? ??????? ????? ??? ? ?? ??? ?? ?? ???? ??? ????? ? ?? #Culture   Pic. Arzoon Thapa,"Jan 19, 2024 · 10:32 AM UTC",2,5,0,139,['https://pbs.twimg.com/media/GEMulJHWIAE1vct.jpg']
94,https://twitter.com/RONBupdates/status/1748280955692056783#m,Tourist in Mustang: ????????? ??????? ? ??????? ????? ? ??? ?????? ????? ???? ???? ?? #LocalTourism   Pic. Santosh Katel,"Jan 19, 2024 · 9:47 AM UTC",2,12,2,248,['https://pbs.twimg.com/media/GEMkQZoWIAAroyp.jpg']
95,https://twitter.com/RONBupdates/status/1748264143961129434#m,ICC Men's U-19 World Cup is starting today. Good Luck to our young team in bigger stage. ??????  File Pic. Hamrokhelkud,"Jan 19, 2024 · 8:40 AM UTC",0,3,0,110,['https://pbs.twimg.com/media/GEMU99KWUAE04Rq.jpg']
96,https://twitter.com/RONBupdates/status/1748254474429501538#m,"??? ????? ????? ?? ??????? ??? ????? ?????: Beautiful View of Bhelchour, Baglung. ??  Pic.: @ganeshXapkota","Jan 19, 2024 · 8:02 AM UTC",1,8,1,173,['https://pbs.twimg.com/media/GEMMLAXWEAAtlSz.jpg']
97,https://twitter.com/RONBupdates/status/1748240881407398134#m,"????? ???? ??? ???? ????? ???? ???: While birding in Dibeynagar farmland, wildlife photographer Er. Sagar Bk found a bar-headed goose in bad condition. After two days of medical care, the bird was released near its habitat. Bar-headed geese are one of the highest flying birds winter visitors who are believed to fly over Mount Everest and other mountains to reach Nepal. Let's advocate for the well-being of birds, wildlife, and nature.","Jan 19, 2024 · 7:08 AM UTC",3,4,0,117,['https://pbs.twimg.com/media/GEL_z9fa4AAA9co.jpg']
98,https://twitter.com/RONBupdates/status/1748236679096439177#m,"????? ???? ?? : Finally, Tribhuvan University releases its Academic Calendar with Fixed exam and Class dates for both semester & yearly classes.","Jan 19, 2024 · 6:51 AM UTC",9,6,3,152,['https://pbs.twimg.com/media/GEL7_SsXYAAQtr2.jpg']
99,https://twitter.com/RONBupdates/status/1748234416198226051#m,"????????????? ????? ?????? ??????: This is Nepalse Peace Pagoda which is in South Bank, Brisbane, Australia which stands as a symbol of peace and cultural exchange between Nepal & Australia. It was built in 1986 for the world expo and later it was gifted to the city by Nepal as a gesture of goodwill. ??????????   Pic & Story: @abhiyan_chhetri28","Jan 19, 2024 · 6:42 AM UTC",0,8,2,325,['https://pbs.twimg.com/media/GEL57gbWEAAGOT2.jpg']
100,https://twitter.com/RONBupdates/status/1748196081501110332#m,Example of Hard Work: ???????? ????? ??????? ??????? ????? ? ????? ????? ???? ???????????? ??????? ? ???????? ????? ? ????? ??? ???? ????? ????? ????? ????????? ????? ???? ?????? ???? ?????? (?????? ) ?????? ???????? ? ??????? ??? ??????? ??? ???? ??? ? ??#Congrats,"Jan 19, 2024 · 4:10 AM UTC",1,3,1,189,['https://pbs.twimg.com/media/GELXEHuWMAAhjD0.jpg']
101,https://twitter.com/RONBupdates/status/1748185584815002073#m,"33 years old daughter- in -law Sita Thapa has donated liver to her 51 years old mother-in-law Rita Surkheti from Tokha, Kathmandu for a successful liver transplant & their health condition is also improving now.?? #respect","Jan 19, 2024 · 3:28 AM UTC",2,3,1,202,['https://pbs.twimg.com/media/GELNhMnXwAA0gIU.jpg']
102,https://twitter.com/RONBupdates/status/1748175348087545862#m,Inspiration: Durga Kami from Syangja completes his School at the age of 70 as he couldn't study during childhood due to weak financial condition. He fulfilled his dream of going to school by walking 1 hour daily at such an old age. ??  Pic & Story. Nas Daily,"Jan 19, 2024 · 2:47 AM UTC",2,3,1,152,['https://pbs.twimg.com/media/GELENT_WYAADTzV.jpg']
103,https://twitter.com/RONBupdates/status/1748171988202553425#m,After Balkumari & Sarlahi Case: ??? ????????? ????? ???? ?????? ?????? ????? ???? ???????? ??????? ????? ??? 15 ??? ????? ????? ???? ?????? ? ?,"Jan 19, 2024 · 2:34 AM UTC",1,2,0,59,[]
104,https://twitter.com/RONBupdates/status/1748164889213128990#m,"Amazing: '12th Fail' becomes one of the movies to be independently shortlisted from India for Oscars 2024, eligible for nominations.","Jan 19, 2024 · 2:06 AM UTC",7,7,1,525,['https://pbs.twimg.com/media/GEK6sl9W8AAa2BZ.jpg']
105,https://twitter.com/RONBupdates/status/1748158993833533761#m,"Wow...Masala tea becomes the second best non-alcoholic drink in the world, according to Taste Atlas. ??  Pic. Avas Karma","Jan 19, 2024 · 1:42 AM UTC",4,2,0,170,['https://pbs.twimg.com/media/GEK1VhMXwAAAmj3.jpg']
106,https://twitter.com/RONBupdates/status/1748158578551378326#m,?? ?????? ??: Friday Morning & Art of Lord Hanuman Ji using grains. ????,"Jan 19, 2024 · 1:40 AM UTC",6,15,0,812,['https://pbs.twimg.com/media/GEK09SvWUAAdr9X.jpg']
107,https://twitter.com/RONBupdates/status/1748026999082516854#m,"????????? ???? ???????? ???? ????? ????? ??? ??? ???????? ????????? ???? ????? ?????? ??????? ?????? ????? ????????? ,???? ????? ? ????????","Jan 18, 2024 · 4:58 PM UTC",0,9,4,72,[]
108,https://twitter.com/RONBupdates/status/1748012409137345014#m,"????? ????? ???? : Night View of Palanchowk Bhagwati, Kavre.  ????  Pic. Ashish Pyakurel","Jan 18, 2024 · 4:00 PM UTC",4,7,0,712,['https://pbs.twimg.com/media/GEIwBCfXMAAfhe2.jpg']
109,https://twitter.com/RONBupdates/status/1748002566372536678#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Jan 18, 2024 · 3:21 PM UTC",0,0,0,39,['https://pbs.twimg.com/media/GEInD_zWgAAO_m6.jpg']
110,https://twitter.com/RONBupdates/status/1747995520621248635#m,???? ??????????????? ??????? ??? ????? ?? ????????? ??? ????? ???????? ??????? ??????? ???? ? ? ????  Pic. @abhiz_capture,"Jan 18, 2024 · 2:53 PM UTC",1,5,0,380,['https://pbs.twimg.com/media/GEIgp1-WEAAMSTm.jpg']
111,https://twitter.com/RONBupdates/status/1747986570547024161#m,Moon and Jupiter as seen from Kathmandu. ??   Pic. anzaankc_,"Jan 18, 2024 · 2:17 PM UTC",2,5,0,220,['https://pbs.twimg.com/media/GEIYhPRacAALaQT.jpg']
112,https://twitter.com/RONBupdates/status/1747978125601075574#m,Nepali footballer Arik Bista is signed by I-League club Shillong Lajong FC. ?????? #Congrats,"Jan 18, 2024 · 1:43 PM UTC",0,3,0,218,['https://pbs.twimg.com/media/GEIQ1kPbgAAl7G9.jpg']
